0,0.09335577,0.3897059,1
0.6863253,0.8941177,0.245444,1
0,1,0.908078,1
1,0,0,1
0,0,0,1
0.5117441,0.325561,0.7074487,1
0.04382658,0.1165228,0.933346,1
0.7596445,0.2986139,0.5997369,1
0.893947,0.1755494,0.06605507,1
0.9430865,0.8949633,0.9690436,1
0.8572831,0.2352941,1,1
0.1315847,0.8222765,0.1069772,1
